qs_rank_2024,institution,country,qs_rank_2025,subject_area,ib_min,ib_recommended,a_levels,sat_recommended,act_recommended,additional_tests
269.0,National Research Tomsk Polytechnic University,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,National Research Tomsk Polytechnic University,Russian Federation,320.0,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,National Sun Yat-sen University,Taiwan,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
170.0,National Taipei University of Technology,Taiwan,244.0,Engineering & Technology,32,36,AAA,1300+,27+,
73.0,National Taiwan University (NTU),Taiwan,82.0,Engineering & Technology,34,38,A*AA,1400+,30+,
243.0,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,262.0,Engineering & Technology,28,32,BBB,1200+,25+,
142.0,National Technical University of Athens,Greece,140.0,Engineering & Technology,32,36,AAA,1300+,27+,
362.0,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,380.0,Engineering & Technology,28,32,BBB,1200+,25+,
140.0,National Tsing Hua University,Taiwan,145.0,Engineering & Technology,32,36,AAA,1300+,27+,
144.0,National University of Sciences And Technology (NUST) Islamabad,Pakistan,127.0,Engineering & Technology,32,36,AAA,1300+,27+,
13.0,National University of Singapore (NUS),Singapore,12.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
256.0,National Yang Ming Chiao Tung University,Taiwan,292.0,Engineering & Technology,28,32,BBB,1200+,25+,
401.0,National and Kapodistrian University of Athens,Greece,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
100.0,New York University (NYU),United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,New York University (NYU),United States of America,124.0,Engineering & Technology,32,36,AAA,1300+,27+,
136.0,Newcastle University,United Kingdom,145.0,Engineering & Technology,32,36,AAA,1300+,27+,
182.0,North Carolina State University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,North Carolina State University,United States of America,182.0,Engineering & Technology,32,36,AAA,1300+,27+,
264.0,Northeastern University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Northeastern University,United States of America,324.0,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,Northumbria University at Newcastle,United Kingdom,,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,Northwestern Polytechnical University,China (Mainland),371.0,Engineering & Technology,28,32,BBB,1200+,25+,
62.0,Northwestern University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Northwestern University,United States of America,69.0,Engineering & Technology,34,38,A*AA,1400+,30+,
122.0,Norwegian University of Science And Technology,Norway,134.0,Engineering & Technology,32,36,AAA,1300+,27+,
278.0,Novosibirsk State University,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Oregon State University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
109.0,Osaka University,Japan,,Engineering & Technology,28,32,BBB,1200+,25+,
370.0,Oxford Brookes University,United Kingdom,333.0,Engineering & Technology,28,32,BBB,1200+,25+,
33.0,Peking University,China (Mainland),16.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
66.0,Pennsylvania State University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Pennsylvania State University,United States of America,75.0,Engineering & Technology,34,38,A*AA,1400+,30+,
249.0,Peter the Great St. Petersburg Polytechnic University,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,Peter the Great St. Petersburg Polytechnic University,Russian Federation,288.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Plekhanov Russian University of Economics,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,Plekhanov Russian University of Economics,Russian Federation,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
,Pohang University of Science And Technology (POSTECH),Republic of Korea,83.0,Engineering & Technology,34,38,A*AA,1400+,30+,
58.0,Pohang University of Science And Technology (POSTECH),South Korea,,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,Politecnico di Bari,Italy,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
23.0,Politecnico di Milano,Italy,21.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
52.0,Politecnico di Torino,Italy,55.0,Engineering & Technology,34,38,A*AA,1400+,30+,
92.0,Pontificia Universidad Católica de Chile (UC),Chile,90.0,Engineering & Technology,34,38,A*AA,1400+,30+,
501.0,Pontificia Universidad Católica de Valparaíso,Chile,,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Pontificia Universidad Católica del Perú,Peru,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
355.0,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,376.0,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,Poznań University of Technology,Poland,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
307.0,Prince Mohammad Bin Fahd university,Saudi Arabia,288.0,Engineering & Technology,28,32,BBB,1200+,25+,
401.0,Princess Nourah bint Abdulrahman University,Saudi Arabia,,Engineering & Technology,28,32,BBB,1200+,25+,
32.0,Princeton University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Princeton University,United States of America,35.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
26.0,Purdue University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Purdue University,United States of America,29.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
,Pusan National University,Republic of Korea,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
298.0,Pusan National University,South Korea,,Engineering & Technology,28,32,BBB,1200+,25+,
,Qassim University,Saudi Arabia,333.0,Engineering & Technology,28,32,BBB,1200+,25+,
158.0,Qatar University,Qatar,192.0,Engineering & Technology,32,36,AAA,1300+,27+,
302.0,Quaid-i-Azam University,Pakistan,282.0,Engineering & Technology,28,32,BBB,1200+,25+,
216.0,Queen Mary University of London,United Kingdom,173.0,Engineering & Technology,32,36,AAA,1300+,27+,
240.0,Queen's University Belfast,United Kingdom,246.0,Engineering & Technology,32,36,AAA,1300+,27+,
200.0,Queen's University at Kingston,Canada,207.0,Engineering & Technology,32,36,AAA,1300+,27+,
186.0,Queensland University of Technology (QUT),Australia,197.0,Engineering & Technology,32,36,AAA,1300+,27+,
151.0,RMIT University,Australia,152.0,Engineering & Technology,32,36,AAA,1300+,27+,
207.0,RUDN University,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,RUDN University,Russian Federation,203.0,Engineering & Technology,32,36,AAA,1300+,27+,
54.0,RWTH Aachen University,Germany,65.0,Engineering & Technology,34,38,A*AA,1400+,30+,
334.0,Rensselaer Polytechnic Institute,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Rensselaer Polytechnic Institute,United States of America,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
210.0,Rice University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Rice University,United States of America,219.0,Engineering & Technology,32,36,AAA,1300+,27+,
501.0,Riga Technical University,Latvia,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Ruhr-Universität Bochum,Germany,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
302.0,Rutgers University–New Brunswick,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Rutgers University–New Brunswick,United States of America,353.0,Engineering & Technology,28,32,BBB,1200+,25+,
368.0,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,280.0,Engineering & Technology,28,32,BBB,1200+,25+,
365.0,Sabanci University,Turkey,,Engineering & Technology,28,32,BBB,1200+,25+,
,Sabanci University,Türkiye,308.0,Engineering & Technology,28,32,BBB,1200+,25+,
216.0,Saint Petersburg State University,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,Saint Petersburg State University,Russian Federation,231.0,Engineering & Technology,32,36,AAA,1300+,27+,
95.0,Sapienza University of Rome,Italy,93.0,Engineering & Technology,34,38,A*AA,1400+,30+,
378.0,Satbayev University,Kazakhstan,376.0,Engineering & Technology,28,32,BBB,1200+,25+,
401.0,Scuola Superiore Sant'Anna Pisa,Italy,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
,Sejong University,Republic of Korea,333.0,Engineering & Technology,28,32,BBB,1200+,25+,
288.0,Sejong University ,South Korea,,Engineering & Technology,28,32,BBB,1200+,25+,
,Seoul National University,Republic of Korea,38.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
27.0,Seoul National University,South Korea,,Engineering & Technology,28,32,BBB,1200+,25+,
401.0,Shandong University,China (Mainland),374.0,Engineering & Technology,28,32,BBB,1200+,25+,
37.0,Shanghai Jiao Tong University,China (Mainland),27.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
346.0,Shanghai University,China (Mainland),314.0,Engineering & Technology,28,32,BBB,1200+,25+,
,Sharif University of Technology,Iran (Islamic Republic of),292.0,Engineering & Technology,28,32,BBB,1200+,25+,
401.0,Sharif University of Technology,"Iran, Islamic Republic of",,Engineering & Technology,28,32,BBB,1200+,25+,
,Shoolini University of Biotechnology and Management Sciences,India,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Sichuan University,China (Mainland),271.0,Engineering & Technology,28,32,BBB,1200+,25+,
,Siksha 'O' Anusandhan (Deemed to be University),India,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
388.0,Simon Fraser University,Canada,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,Singapore University of Technology and Design,Singapore,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Sogang University,South Korea,,Engineering & Technology,28,32,BBB,1200+,25+,
68.0,Sorbonne University,France,76.0,Engineering & Technology,34,38,A*AA,1400+,30+,
401.0,South China University of Technology,China (Mainland),328.0,Engineering & Technology,28,32,BBB,1200+,25+,
401.0,South Ural State University (National Research University),Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,South Ural State University (National Research University),Russian Federation,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
282.0,Southeast University,China (Mainland),262.0,Engineering & Technology,28,32,BBB,1200+,25+,
2.0,Stanford University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Stanford University,United States of America,3.0,Engineering & Technology,38,42,A*A*A,1500+,34+,TMUA / STEP
451.0,Stellenbosch University,South Africa,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
278.0,Stockholm University,Sweden,278.0,Engineering & Technology,28,32,BBB,1200+,25+,
341.0,Sultan Qaboos University,Oman,260.0,Engineering & Technology,28,32,BBB,1200+,25+,
337.0,Sun Yat-sen University,China (Mainland),291.0,Engineering & Technology,28,32,BBB,1200+,25+,
,Sungkyunkwan University (SKKU),Republic of Korea,165.0,Engineering & Technology,32,36,AAA,1300+,27+,
119.0,Sungkyunkwan University(SKKU),South Korea,,Engineering & Technology,28,32,BBB,1200+,25+,
220.0,Swansea University,United Kingdom,220.0,Engineering & Technology,32,36,AAA,1300+,27+,
355.0,Swinburne University of Technology,Australia,333.0,Engineering & Technology,28,32,BBB,1200+,25+,
313.0,TU Dortmund University,Germany,328.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Tallinn University of Technology (TalTech),Estonia,345.0,Engineering & Technology,28,32,BBB,1200+,25+,
392.0,Tampere University,Finland,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Taras Shevchenko National University of Kyiv,Ukraine,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
398.0,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
451.0,Taylor's University,Malaysia,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
155.0,Technical University of Darmstadt,Germany,187.0,Engineering & Technology,32,36,AAA,1300+,27+,
72.0,Technical University of Denmark,Denmark,57.0,Engineering & Technology,34,38,A*AA,1400+,30+,
19.0,Technical University of Munich,Germany,19.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
246.0,Technion - Israel Institute of Technology,Israel,231.0,Engineering & Technology,32,36,AAA,1300+,27+,
45.0,Technische Universität Berlin (TU Berlin),Germany,45.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
346.0,Technische Universität Braunschweig,Germany,394.0,Engineering & Technology,28,32,BBB,1200+,25+,
99.0,Technische Universität Dresden,Germany,97.0,Engineering & Technology,34,38,A*AA,1400+,30+,
401.0,Technische Universität Hamburg-Harburg,Germany,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
126.0,Technische Universität Wien,Austria,124.0,Engineering & Technology,32,36,AAA,1300+,27+,
501.0,Technological University Dublin,Ireland,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
61.0,Tecnológico de Monterrey,Mexico,58.0,Engineering & Technology,34,38,A*AA,1400+,30+,
401.0,Tel Aviv University,Israel,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
56.0,Texas A&M University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,Texas A&M University,United States of America,63.0,Engineering & Technology,34,38,A*AA,1400+,30+,
,Thapar Institute of Engineering & Technology,India,501.0,Engineering & Technology,28,32,BBB,1200+,25+,
378.0,The American University in Cairo,Egypt,325.0,Engineering & Technology,28,32,BBB,1200+,25+,
86.0,The Australian National University,Australia,76.0,Engineering & Technology,34,38,A*AA,1400+,30+,
136.0,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,,Engineering & Technology,28,32,BBB,1200+,25+,
,The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",100.0,Engineering & Technology,34,38,A*AA,1400+,30+,
97.0,The Hong Kong Polytechnic University,Hong Kong SAR,,Engineering & Technology,28,32,BBB,1200+,25+,
,The Hong Kong Polytechnic University,"Hong Kong SAR, China",74.0,Engineering & Technology,34,38,A*AA,1400+,30+,
52.0,The Hong Kong University of Science and Technology,Hong Kong SAR,,Engineering & Technology,28,32,BBB,1200+,25+,
,The Hong Kong University of Science and Technology,"Hong Kong SAR, China",43.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
401.0,The National University of Science and Technology MISIS,Russia,,Engineering & Technology,28,32,BBB,1200+,25+,
,The National University of Science and Technology MISIS,Russian Federation,451.0,Engineering & Technology,28,32,BBB,1200+,25+,
128.0,The Ohio State University,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,The Ohio State University,United States of America,161.0,Engineering & Technology,32,36,AAA,1300+,27+,
126.0,The University of Adelaide,Australia,102.0,Engineering & Technology,32,36,AAA,1300+,27+,
298.0,The University of Arizona,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
,The University of Arizona,United States of America,345.0,Engineering & Technology,28,32,BBB,1200+,25+,
129.0,The University of Auckland,New Zealand,107.0,Engineering & Technology,32,36,AAA,1300+,27+,
51.0,The University of Edinburgh,United Kingdom,58.0,Engineering & Technology,34,38,A*AA,1400+,30+,
296.0,The University of Exeter,United Kingdom,333.0,Engineering & Technology,28,32,BBB,1200+,25+,
501.0,The University of Georgia,United States,,Engineering & Technology,28,32,BBB,1200+,25+,
80.0,The University of Hong Kong,Hong Kong SAR,,Engineering & Technology,28,32,BBB,1200+,25+,
,The University of Hong Kong,"Hong Kong SAR, China",47.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
,The University of Lahore,Pakistan,401.0,Engineering & Technology,28,32,BBB,1200+,25+,
27.0,The University of Manchester,United Kingdom,32.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
49.0,The University of Melbourne,Australia,50.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
31.0,The University of New South Wales (UNSW Sydney),Australia,25.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
200.0,"The University of Newcastle, Australia (UON)",Australia,164.0,Engineering & Technology,32,36,AAA,1300+,27+,
,The University of Osaka,Japan,122.0,Engineering & Technology,32,36,AAA,1300+,27+,
78.0,The University of Queensland,Australia,68.0,Engineering & Technology,34,38,A*AA,1400+,30+,
106.0,The University of Sheffield,United Kingdom,104.0,Engineering & Technology,32,36,AAA,1300+,27+,
68.0,The University of Sydney,Australia,60.0,Engineering & Technology,34,38,A*AA,1400+,30+,
501.0,"The University of Tennessee, Knoxville",United States,,Engineering & Technology,28,32,BBB,1200+,25+,
18.0,The University of Tokyo,Japan,18.0,Engineering & Technology,36,40,A*A*A,1450+,32+,TMUA
144.0,The University of Warwick,United Kingdom,159.0,Engineering & Technology,32,36,AAA,1300+,27+,
195.0,The University of Western Australia,Australia,214.0,Engineering & Technology,32,36,AAA,1300+,27+,
153.0,Tianjin University,China (Mainland),104.0,Engineering & Technology,32,36,AAA,1300+,27+,
